,Ticker,Company Name,Country,Sector,Subsector,Environmental SCORE,Social SCORE,Governance SCORE,Assets,"Cash and Cash Equivalents, at Carrying Value",Final Revenue,Gross Profit,Income from Continuing Operations before Taxes,Operating Income (Loss),Total Equity,Total Liabilities and Equity,Net Income (Loss),"Cash and Cash Equivalents, Period Increase (Decrease)",Target
601,SAFM,"SANDERSON FARMS, INC",US,Food Products,Packaged Foods & Meats,1.0,4.4,4.4,"1,260,418,000","155,105,000","692,089,000","113,813,000","73,361,000","73,774,000","1,039,170,000","1,260,418,000","47,602,000",,0
602,SASR,"SANDY SPRING BANCORP, INC",US,Banks,Regional Banks,0.9,3.7,6.7,"4,716,608,000","159,396,000",,,"15,932,000",,"522,392,000","4,716,608,000","10,813,000","86,514,000",1
603,JBSS,"JOHN B SANFILIPPO & SON, INC",US,Food Products,Packaged Foods & Meats,2.7,5.3,2.9,"442,219,000","2,923,000","215,742,000","25,588,000","25,588,000","5,469,000","245,219,000","442,219,000","3,078,000",,0
604,SGMO,"SANGAMO THERAPEUTICS, INC",US,Biotechnology,Biotechnology,4.9,4.0,5.5,"197,048,000","33,009,000","3,942,000",,,"-16,681,000","179,407,000","197,048,000","-16,494,000","-36,473,000",0
605,SANM,SANMINA CORPORATION,US,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,4.6,3.5,4.1,"3,431,226,000","398,447,000","1,611,174,000","136,712,000","55,394,000","61,099,000","1,527,254,000","3,431,226,000","30,361,000",,0
606,SRPT,"SAREPTA THERAPEUTICS, INC",US,Biotechnology,Biotechnology,3.1,3.4,6.3,"213,364,000","38,001,000",,,,"-59,702,000","138,962,000","213,364,000","-59,770,000","-42,303,000",0
607,SBAC,SBA Communications Corporation,US,Telecommunication Services,Specialized REITs,6.2,7.6,4.7,"7,371,644,000","103,266,000","399,769,000","297,174,000","297,174,000","97,602,000","-1,630,560,000","7,371,644,000","53,639,000","-14,986,000",1
608,SBAC,SBA SENIOR FINANCE II LLC,US,Telecommunication Services,Specialized REITs,6.2,7.6,4.7,"7,371,644,000","103,266,000","399,769,000","297,174,000","297,174,000","97,602,000","-1,630,560,000","7,371,644,000","53,639,000","-14,986,000",1
609,SCSC,"SCANSOURCE, INC",US,"Electronic Equipment, Instruments & Components",Technology Distributors,3.5,4.0,5.1,"1,439,461,000","40,849,000","798,404,000","84,476,000","21,353,000","21,647,000","757,374,000","1,439,461,000","14,042,000",,1
610,SCHN,"SCHNITZER STEEL INDUSTRIES, INC",US,Steel,Steel,7.2,4.5,5.4,"852,173,000","8,940,000","289,077,000",,,"-37,076,000","473,423,000","852,173,000","-41,245,000",,1
611,SCHL,SCHOLASTIC CORPORATION,US,Media & Entertainment,Publishing,6.0,3.9,4.6,"1,760,700,000","351,900,000","366,000,000",,,"-16,400,000","1,226,200,000","1,760,700,000","-9,000,000",,0
612,SGMS,SCIENTIFIC GAMES CORPORATION,US,Casinos & Gaming,Casinos & Gaming,4.9,5.2,4.8,"7,690,700,000","145,700,000","682,000,000",,,"50,300,000","-1,583,900,000","7,690,700,000","-92,300,000","17,600,000",0
613,SGMS,"SCIENTIFIC GAMES INTERNATIONAL, INC",US,Casinos & Gaming,Casinos & Gaming,4.9,5.2,4.8,"7,690,700,000","145,700,000","682,000,000",,,"50,300,000","-1,583,900,000","7,690,700,000","-92,300,000","17,600,000",0
614,SBCF,SEACOAST BANKING CORPORATION OF FLORIDA,US,Banks,Regional Banks,1.8,3.5,5.2,"4,001,323,000","148,628,000",,,"6,401,000",,"413,788,000","4,001,323,000","3,966,000","12,561,000",1
615,SGEN,SEAGEN INC,US,Biotechnology,Biotechnology,5.1,4.2,4.2,"879,386,000","119,547,000","111,155,000",,,"-21,022,000","684,106,000","879,386,000","-20,478,000","17,292,000",0
616,SEIC,SEI INVESTMENTS COMPANY,US,Asset Management & Custody Banks,Asset Management & Custody Banks,9.0,3.6,3.9,"1,550,846,000","638,253,000","334,263,000","99,859,000","99,859,000","86,812,000",,"1,550,846,000",,"-41,408,000",0
617,SMTC,SEMTECH CORPORATION,US,Semiconductors & Semiconductor Equipment,Semiconductors,4.3,3.7,5.6,"911,517,000","211,810,000","131,145,000","78,524,000","11,292,000","13,267,000",,"911,517,000",,"4,219,000",0
618,MCRB,Seres Therapeutics Inc,US,Biotechnology,Biotechnology,5.3,3.0,4.8,"324,468,000","193,228,000","2,710,000",,,"-19,916,000","189,829,000","324,468,000","-19,704,000","119,295,000",0
619,SHEN,Shenandoah Telecommunications Company,US,Telecommunication Services,Wireless Telecommunication Services,7.5,5.3,4.5,"629,372,000","89,160,000","92,571,000",,"20,249,000","21,312,000","303,269,000","629,372,000","13,881,000","12,348,000",0
620,SCVL,"SHOE CARNIVAL, INC",US,Retail - Consumer Discretionary,Apparel Retail,2.9,4.2,5.4,"481,093,000","68,814,000","260,470,000","75,556,000","75,556,000","17,285,000","339,802,000","481,093,000","10,661,000","-2,816,000",0
621,SLGN,SILGAN HOLDINGS INC,US,Containers & Packaging,Metal & Glass Containers,4.6,4.6,5.1,"3,384,465,000","66,614,000","792,738,000","113,877,000","40,991,000","57,446,000",,"3,384,465,000",,"-33,331,000",0
622,SLAB,SILICON LABORATORIES INC,US,Semiconductors & Semiconductor Equipment,Semiconductors,4.7,5.8,5.1,"1,011,463,000","114,085,000","162,025,000","95,531,000","95,531,000","6,848,000","761,114,000","1,011,463,000",,,1
623,SFNC,SIMMONS FIRST NATIONAL CORPORATION,US,Banks,Regional Banks,0.0,3.5,5.5,"7,536,953,000","223,061,000",,,,,"1,071,984,000","7,536,953,000","23,505,000","-29,201,000",0
624,SLP,"SIMULATIONS PLUS, INC",US,Health Care Equipment & Supplies,Health Care Technology,7.0,5.4,5.1,"27,958,000","7,062,993","5,163,726","3,899,985","1,691,908","1,715,752","20,311,303","27,902,581","1,145,349",,1
625,SBGI,"SINCLAIR BROADCAST GROUP, INC",US,Media & Entertainment,Broadcasting,8.0,6.8,1.8,"5,747,198,000","141,524,000","578,889,000",,,"86,339,000","547,048,000","5,747,198,000",,"-8,448,000",0
626,SIRI,SIRIUS XM HOLDINGS INC,US,Media & Entertainment,Cable & Satellite,6.0,6.1,4.2,"7,928,242,000","101,952,000","1,201,010,000",,,"348,234,000","-563,944,000","7,928,242,000","172,440,000",,1
627,SIRI,SIRIUS XM RADIO INC,US,Media & Entertainment,Cable & Satellite,6.0,6.1,4.2,"7,928,242,000","101,952,000","1,201,010,000",,,"348,234,000","-563,944,000","7,928,242,000","172,440,000",,1
628,SKYW,"SKYWEST, INC",US,Airlines,Airlines,0.8,3.7,5.0,"4,710,254,000","246,765,000","762,075,000",,,"61,809,000","1,535,901,000","4,813,058,000",,"43,730,000",0
629,SWKS,"SKYWORKS SOLUTIONS, INC",US,Semiconductors & Semiconductor Equipment,Semiconductors,5.5,7.4,4.3,"3,930,500,000","1,233,200,000","775,100,000","390,400,000","255,100,000","257,700,000","3,482,600,000","3,930,500,000","208,100,000",,1
630,SRNE,"SORRENTO THERAPEUTICS, INC",US,Biotechnology,Biotechnology,3.8,3.5,4.1,"273,779,000","20,813,000","988,000",,,"-22,014,000","94,814,000","273,779,000","-15,650,000","-18,225,000",0
631,SBSI,"SOUTHSIDE BANCSHARES, INC",US,Banks,Regional Banks,1.5,3.3,6.5,"5,019,012,000","68,454,000",,,"16,489,000",,"457,576,000","5,019,012,000","13,516,000","-12,521,000",0
632,SSB,SouthState Corporation,US,Banks,Regional Banks,0.9,3.6,5.6,"8,670,757,000","697,277,000",,,"37,056,000",,"1,082,054,000","8,670,757,000","24,494,000",,0
633,SAVE,"SPIRIT AIRLINES, INC",US,Airlines,Airlines,2.2,4.2,4.7,"2,763,248,000","902,809,000","538,143,000",,"98,060,000","101,299,000","1,277,768,000","2,763,248,000","61,920,000","99,177,000",0
634,SPLK,SPLUNK INC,US,Software & Services,Application Software,5.8,5.7,5.5,"1,536,839,000","424,541,000","185,952,000","146,452,000","146,452,000","-98,143,000","859,414,000","1,536,839,000",,,1
635,SPWH,"SPORTSMANS WAREHOUSE HOLDINGS, INC",US,Retail - Consumer Discretionary,Specialty Stores,0.7,4.1,5.9,"301,328,000","2,109,000","151,615,000","48,472,000","48,472,000","2,356,000","-2,059,000","301,328,000","311,000","295,000",0
636,SP,SP PLUS CORPORATION,US,Commercial Services & Supplies,Environmental & Facilities Services,4.5,5.5,5.4,"796,300,000","30,800,000","397,600,000","38,400,000","1,500,000","4,600,000","250,000,000","796,300,000",,,0
637,SFM,"SPROUTS FARMERS MARKET, INC",US,Retail - Food & Staples,Food Retail,5.0,6.1,7.0,"1,426,364,000","136,069,000","993,241,000","306,513,000","306,513,000","77,836,000","822,992,000","1,426,364,000","46,207,000","9,581,000",1
638,SPSC,"SPS COMMERCE, INC",US,Software & Services,Application Software,3.6,4.3,6.7,"281,725,000","110,889,000","45,599,000","30,718,000","30,718,000","1,314,000","233,393,000","281,725,000","1,044,000","-10,649,000",1
639,SSNC,"ADVENT SOFTWARE, INC",US,Software & Services,Application Software,3.9,3.5,4.5,"5,790,712,000","95,222,000","324,131,000","147,447,000","147,447,000","50,444,000","2,138,926,000","5,790,712,000","7,005,000","-332,333,000",0
640,SSNC,"SS&C TECHNOLOGIES HOLDINGS, INC",US,Software & Services,Application Software,3.9,3.5,4.5,"5,790,712,000","95,222,000","324,131,000","147,447,000","147,447,000","50,444,000","2,138,926,000","5,790,712,000","7,005,000","-332,333,000",0
641,STAA,STAAR SURGICAL COMPANY,US,Health Care Equipment & Supplies,Health Care Supplies,6.0,6.3,7.0,"62,954,000","13,402,000","19,269,000","12,993,000","12,993,000","-10,053,000","38,846,000","62,954,000","-8,041,000","-4,434,000",1
642,SBUX,STARBUCKS CORPORATION,US,Restaurants,Restaurants,5.2,4.0,6.2,"12,519,400,000","1,294,400,000","4,993,200,000",,,"864,200,000","5,094,600,000","12,519,400,000","575,100,000",,0
643,STBA,"S & T BANCORP, INC",US,Banks,Regional Banks,0.6,3.1,6.7,"6,479,162,000","121,669,000",,,"22,024,000",,"810,801,000","6,479,162,000","16,093,000","22,270,000",0
644,STLD,"STEEL DYNAMICS, INC",US,Steel,Steel,4.4,4.6,5.5,"6,391,642,000","976,951,000","1,741,301,000","236,036,000","236,036,000","131,965,000","2,717,209,000","6,391,642,000",,,1
645,STRL,"STERLING CONSTRUCTION COMPANY, INC",US,Construction & Engineering,Construction & Engineering,2.8,2.5,5.6,"284,007,000","14,919,000","126,567,000","3,548,000","-7,336,000","-6,466,000","88,904,000","284,007,000","-7,328,000","10,493,000",1
646,SHOO,"STEVEN MADDEN, LTD",US,"Textiles, Apparel & Luxury Goods",Footwear,3.1,5.2,6.2,"901,752,000","70,905,000","329,357,000","116,202,000","116,202,000","29,880,000","703,319,000","901,752,000","23,659,000","-1,509,000",1
647,SYBT,"STOCK YARDS BANCORP, INC",US,Banks,Regional Banks,0.1,3.4,5.5,"2,824,107,000","48,038,000",,,"13,511,000",,"296,323,000","2,824,107,000","9,835,000","-55,795,000",0
648,STRA,"STRATEGIC EDUCATION, INC",US,Diversified Consumer Services,Education Services,6.0,3.2,4.9,"277,696,000","117,498,000","111,166,000",,,"20,092,000","158,117,000","277,696,000","12,420,000","10,609,000",0
649,SPWR,SUNPOWER CORPORATION,US,Semiconductors & Semiconductor Equipment,Semiconductors,6.0,3.4,5.3,"4,856,993,000","954,528,000","384,875,000","51,537,000","-97,472,000","-79,056,000","1,449,149,000","4,856,993,000","-85,409,000","-399,350,000",0
650,RUN,SUNRUN INC,US,Utilities,Electrical Components & Equipment,8.1,5.5,4.8,"2,941,580,000",,"98,743,000",,,"-66,820,000","565,793,000","2,941,580,000","13,134,000",,1
651,SMCI,"SUPER MICRO COMPUTER, INC",US,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",2.7,2.9,3.6,"1,181,113,000","176,406,000","532,721,000","79,152,000","24,048,000","24,445,000","708,828,000","1,181,113,000","16,662,000",,0
652,SUPN,"SUPERNUS PHARMACEUTICALS, INC",US,Pharmaceuticals,Pharmaceuticals,3.0,3.6,4.6,"194,474,000","19,830,000","44,194,000",,,"6,437,000","128,139,000","194,474,000","4,825,000","-13,668,000",0
653,SGRY,"SURGERY CENTER HOLDINGS, INC",US,Health Care Providers & Services,Health Care Facilities,5.2,6.1,3.5,"2,202,340,000","135,047,000","267,074,000",,,"34,280,000","-9,887,000","2,202,340,000","-7,190,000","77,114,000",1
654,SGRY,"SURGERY PARTNERS, INC",US,Health Care Providers & Services,Health Care Facilities,5.2,6.1,3.5,"2,202,340,000","135,047,000","267,074,000",,,"34,280,000","-9,887,000","2,202,340,000","-7,190,000","77,114,000",1
655,SRDX,"SURMODICS, INC",US,Health Care Equipment & Supplies,Health Care Equipment,6.2,5.3,5.5,"122,485,000","38,989,000","16,699,000",,,"2,240,000","98,831,000","122,485,000","821,000",,1
656,SYNA,SYNAPTICS INCORPORATED,US,Semiconductors & Semiconductor Equipment,Semiconductors,4.1,5.1,6.7,"1,449,500,000","406,100,000","402,500,000","144,400,000","144,400,000","21,100,000","800,800,000","1,449,500,000","20,500,000",,1
657,SNDX,Syndax Pharmaceuticals Inc,US,Biotechnology,Biotechnology,6.1,4.3,4.4,"136,259,000","23,187,000","305,000",,,"-8,753,000","113,846,000","136,259,000","-10,330,000","8,000",0
658,SNPS,"SYNOPSYS, INC",US,Software & Services,Application Software,5.4,6.5,4.7,"4,747,523,000","582,986,000","605,005,000","473,375,000","97,223,000","86,806,000","2,990,383,000","4,747,523,000","69,376,000",,1
659,TRHC,"TABULA RASA HEALTHCARE, INC",US,Health Care Equipment & Supplies,Health Care Technology,8.0,3.2,4.9,,"2,287,000","20,157,000","6,224,000","6,224,000","1,614,000",,,"209,000","261,000",0
660,TCMD,Tactile Systems Technology Inc,US,Health Care Equipment & Supplies,Health Care Equipment,6.2,6.9,5.8,,"5,787,000","13,700,000","9,889,000","9,889,000","-1,786,000","-6,940,000",,"-980,000",,1
661,TTWO,"TAKE-TWO INTERACTIVE SOFTWARE, INC",US,Media & Entertainment,Interactive Home Entertainment,6.7,4.8,4.9,"2,590,277,000","798,742,000","377,206,000","167,749,000","41,001,000","44,575,000","581,385,000","2,590,277,000","46,399,000",,1
662,TNDM,"TANDEM DIABETES CARE, INC",US,Health Care Equipment & Supplies,Health Care Equipment,6.2,6.9,6.1,"120,642,000","40,610,000","20,058,000","6,928,000","6,928,000","-19,238,000","45,944,000","120,642,000","-20,484,000","-2,478,000",1
663,TTGT,"TECHTARGET, INC",US,Media & Entertainment,Advertising,6.3,2.7,4.4,"178,388,000","14,963,000","25,031,000","17,838,000","17,838,000","238,000","161,039,000","178,388,000","-48,000","180,000",0
664,TTEC,"TTEC HOLDINGS, INC",US,Software & Services,Data Processing & Outsourced Services,8.0,2.9,5.0,"865,893,000","75,422,000","312,410,000",,"16,433,000","17,753,000",,"865,893,000","11,225,000","15,118,000",1
665,TELL,TELLURIAN INC,US,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,0.9,3.6,5.4,"29,453,000","20,577,000",0,,"-7,193,000","-7,193,000","26,615,000","29,453,000","-7,193,000","20,577,000",0
666,TSLA,"TESLA ENERGY OPERATIONS, INC",US,Automobiles,Electrical Components & Equipment,9.1,1.5,5.1,"9,191,702,000","1,441,789,000","1,147,048,000","252,468,000","252,468,000","-248,224,000","970,365,000","9,191,702,000","-282,267,000","244,881,000",1
667,TSLA,"TESLA, INC",US,Automobiles,Automobile Manufacturers,9.1,1.5,5.1,"9,191,702,000","1,441,789,000","1,147,048,000","252,468,000","252,468,000","-248,224,000","970,365,000","9,191,702,000","-282,267,000","244,881,000",1
668,TTEK,"TETRA TECH, INC",US,Commercial Services & Supplies,Environmental & Facilities Services,10.0,5.6,4.9,"1,752,914,000","113,667,000","627,384,000","74,789,000","74,789,000","16,650,000","849,426,000","1,752,914,000",,,1
669,TXRH,"TEXAS ROADHOUSE, INC",US,Restaurants,Restaurants,2.0,3.2,6.3,"1,061,614,000","95,992,000","515,559,000",,,"52,811,000","691,537,000","1,061,614,000",,"36,658,000",0
670,TFSL,TFS FINANCIAL CORPORATION,US,Banks,Thrifts & Mortgage Finance,3.5,4.2,3.3,"12,466,565,000","159,282,000",,,"29,121,000",,"1,690,407,000","12,466,565,000","19,276,000",,1
671,TGTX,"TG THERAPEUTICS, INC",US,Biotechnology,Biotechnology,5.1,4.2,3.3,"100,062,519","36,478,420",,,,"-13,992,156",,"100,062,519","-13,848,662","-18,582,909",0
672,TVTY,"TIVITY HEALTH, INC",US,Health Care Providers & Services,Health Care Services,5.9,6.2,5.9,"684,450,000","869,000","126,012,000","33,105,000","19,208,000","23,313,000","268,286,000","684,450,000","-14,209,000","636,000",1
673,TPIC,"TPI COMPOSITES, INC",US,Electrical Equipment,Heavy Electrical Equipment,6.9,5.3,2.7,,"35,842,000","176,110,000","12,938,000","12,938,000","8,189,000",,,"1,746,000","-10,075,000",0
674,TTD,"THE TRADE DESK, INC",US,Software & Services,Application Software,4.2,2.1,4.8,,"30,859,000","30,378,000",,,"3,396,000",,,"-1,040,000",,0
675,TCBK,TRICO BANCSHARES,US,Banks,Regional Banks,0.8,3.5,5.4,"4,394,956,000","388,878,000",,,,,"463,436,000","4,394,956,000","10,674,000","85,417,000",0
676,TRS,TRIMAS CORPORATION,US,Containers & Packaging,Metal & Glass Containers,5.5,3.3,5.7,"1,171,580,000","25,420,000","202,880,000","55,920,000","12,950,000","16,450,000","550,720,000","1,171,580,000","8,300,000","5,970,000",0
677,TRMB,TRIMBLE INC,US,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,3.8,6.1,5.3,"3,680,700,000","116,000,000","583,000,000","300,600,000","29,400,000","29,900,000","2,219,700,000","3,680,700,000","19,800,000","58,700,000",1
678,TRIP,"TRIPADVISOR, INC",US,Interactive Media & Services,Interactive Media & Services,5.5,3.5,3.7,"2,214,000,000","653,000,000","352,000,000",,,"42,000,000","1,464,000,000","2,214,000,000","29,000,000","39,000,000",0
679,TSC,"TriState Capital Holdings, Inc",US,Banks,Regional Banks,3.7,3.5,5.8,"3,399,871,000","110,493,000",,,"9,164,000",,"330,242,000","3,399,871,000","5,843,000","13,817,000",1
680,TBK,"TRIUMPH BANCORP, INC",US,Banks,Regional Banks,0.0,2.9,5.8,"1,687,795,000","123,715,000",,,,,"274,114,000","1,687,795,000","5,006,000","18,438,000",0
681,TRUE,"TRUECAR, INC",US,Interactive Media & Services,Interactive Media & Services,6.2,1.2,5.9,"288,714,000","105,971,000","61,860,000",,,"-11,016,000","227,660,000","288,714,000","-11,667,000",,0
682,TRUP,"TRUPANION, INC",US,Life & Health Insurance,Life & Health Insurance,3.3,3.4,6.0,"70,870,000","17,526,000","42,699,000","7,304,000","7,304,000","-2,545,000","44,308,000","70,870,000",,"-430,000",0
683,TRMK,TRUSTMARK CORPORATION,US,Banks,Regional Banks,1.9,3.0,6.5,"12,775,196,000","228,498,000",,,"35,520,000",,"1,508,256,000","12,775,196,000","27,003,000","-49,253,000",0
684,TTMI,"TTM TECHNOLOGIES, INC",US,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,2.2,4.8,4.1,"2,495,832,000","183,678,000","583,258,000","83,563,000","-1,673,000","18,902,000","810,249,000","2,495,832,000","-7,264,000","-75,422,000",0
685,ULTA,"ULTA BEAUTY, INC",US,Retail - Consumer Discretionary,Specialty Stores,1.7,5.1,6.2,"2,230,918,000","345,840,000","1,073,716,000","390,430,000","390,430,000","147,164,000","1,442,886,000","2,230,918,000","91,976,000","-106,586,000",1
686,UCTT,"ULTRA CLEAN HOLDINGS, INC",US,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,3.3,0.4,6.3,"345,950,000","45,539,000","112,229,000","14,570,000","14,570,000","-698,000","198,425,000","345,950,000","-3,239,000","-4,564,000",0
687,RARE,Ultragenyx Pharmaceutical Inc,US,Biotechnology,Biotechnology,5.3,4.8,5.4,"524,184,000","70,763,000",,,,"-53,622,000","489,824,000","524,184,000","-52,757,000","-22,806,000",1
688,UMBF,UMB Financial Corporation,US,Banks,Regional Banks,2.6,3.0,4.5,"19,302,913,000","599,118,000",,,,,"1,948,333,000","19,302,913,000","36,403,000","-219,994,000",0
689,UMPQ,UMPQUA HOLDINGS CORPORATION,US,Banks,Regional Banks,1.0,3.3,6.3,"23,935,686,000","912,920,000",,,"74,841,000",,"3,878,630,000","23,935,686,000",,"139,195,000",1
690,UBSI,"UNITED BANKSHARES, INC",US,Banks,Regional Banks,1.5,3.3,4.9,"12,606,884,000","904,841,000",,,,,"1,735,037,000","12,606,884,000","34,706,000","47,506,000",0
691,UCBI,"UNITED COMMUNITY BANKS, INC",US,Banks,Regional Banks,2.0,4.0,5.7,"9,781,331,000","182,816,000","93,758,000",,"35,873,000",,"1,033,725,000","9,781,331,000","22,295,000","-57,547,000",0
692,UFCS,"UNITED FIRE GROUP, INC",US,Property & Casualty Insurance,Property & Casualty Insurance,2.2,2.7,5.5,"3,975,992,000","143,981,000","265,685,000",,"28,774,000",,"929,169,000","3,975,992,000","22,427,000","37,532,000",0
693,UNFI,"UNITED NATURAL FOODS, INC",US,Retail - Food & Staples,Food Distributors,4.0,6.0,6.2,"2,487,018,000","12,482,000","2,132,104,000","322,433,000","62,676,000","66,016,000","1,441,456,000","2,487,018,000","38,271,000",,1
694,USLM,"UNITED STATES LIME & MINERALS, INC",US,Construction Materials,Construction Materials,2.2,2.8,4.3,"195,814,000","60,626,000","33,586,000","7,848,000","5,432,000","5,448,000","167,640,000","195,814,000",,,0
695,UTHR,UNITED THERAPEUTICS CORPORATION,US,Biotechnology,Biotechnology,2.4,4.9,5.6,"2,192,100,000","846,800,000","369,000,000","368,300,000","368,300,000","363,700,000","1,711,800,000","2,192,100,000",,"15,000,000",0
696,UEIC,UNIVERSAL ELECTRONICS INC,US,Household Durables,Consumer Electronics,0.4,6.5,3.9,"489,036,000","56,077,000","150,658,000","37,647,000","3,494,000","3,041,000","266,229,000","489,036,000","2,721,000","3,111,000",0
697,UFPI,"UFP INDUSTRIES, INC",US,Building Products,Building Products,3.0,5.0,6.1,"1,145,777,000","43,065,000","682,151,000","102,739,000","31,020,000","31,911,000","781,598,000","1,145,777,000","19,212,000","-44,691,000",0
698,UVSP,Univest Financial Corporation,US,Banks,Regional Banks,0.1,3.3,5.3,"2,824,777,000",,0,,"10,089,000",,"367,003,000","2,824,777,000","7,289,000",,0
699,UPLD,"UPLAND SOFTWARE, INC",US,Software & Services,Application Software,4.6,4.4,5.2,"136,524,000","13,585,000","17,582,000","10,732,000","10,732,000","-4,161,000","61,585,000","136,524,000","-5,573,000","-4,888,000",1
700,URBN,"URBAN OUTFITTERS, INC",US,Retail - Consumer Discretionary,Apparel Retail,3.3,3.8,5.7,"1,833,301,000","265,276,000","762,577,000","261,891,000","261,891,000","50,483,000","1,137,227,000","1,833,301,000","29,562,000","-37,132,000",0
701,PRTS,"CARPARTSCOM, INC",US,Retail - Consumer Discretionary,Internet & Direct Marketing Retail,0.7,2.1,5.9,"83,756,000","5,537,000","80,746,000","24,532,000","24,532,000","1,911,000","20,340,000","83,756,000","990,000","-995,000",0
702,ECOL,"US ECOLOGY, INC",US,Commercial Services & Supplies,Environmental & Facilities Services,2.4,5.7,5.8,"768,225,000","14,282,000","113,318,000","35,208,000","35,208,000","15,783,000","261,665,000","768,225,000",,"8,293,000",0
703,VNDA,VANDA PHARMACEUTICALS INC,US,Biotechnology,Biotechnology,2.9,3.5,6.0,"206,740,000","38,740,000","33,262,000","24,363,000","-12,358,000","-12,475,000","123,012,000","206,740,000","-12,358,000","-12,103,000",0
704,VRNS,"VARONIS SYSTEMS, INC",US,Software & Services,Systems Software,6.7,4.0,4.9,"149,811,000","54,455,000","30,470,000","26,974,000","26,974,000","-10,789,000","77,846,000","149,811,000","-10,350,000","5,214,000",0
705,VBIV,VBI Vaccines Inc,US,Biotechnology,Biotechnology,6.7,4.3,4.2,,"10,960,000","48,000",,,"-2,563,000",,,"-1,079,000","-1,516,000",0
706,WOOF,"PETCO HEALTH AND WELLNESS COMPANY, INC",US,Retail - Consumer Discretionary,Specialty Stores,2.3,5.2,4.6,"2,663,675,000","74,480,000","563,439,000","136,780,000","79,258,000","86,089,000","1,306,407,000","2,663,675,000","46,227,000","-24,408,000",1
707,VECO,VEECO INSTRUMENTS INC,US,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,4.8,3.3,7.2,"861,756,000","243,722,000","78,011,000","31,956,000","-15,005,000","-15,273,000","690,470,000","861,756,000",,"-25,510,000",1
708,VCYT,Veracyte Inc,US,Biotechnology,Biotechnology,3.0,4.3,4.6,"84,267,000","47,456,000","13,550,000",,,"-9,751,000","43,306,000","84,267,000",,,0
709,VCEL,VERICEL CORPORATION,US,Biotechnology,Biotechnology,5.1,3.5,6.0,"33,057,000",,"14,108,000","7,548,000","7,548,000","-1,992,000","19,226,000","33,057,000","-3,650,000",,0
710,VRNT,VERINT SYSTEMS INC,US,Software & Services,Application Software,4.7,6.1,5.2,"2,355,735,000","352,105,000","245,424,000","144,730,000","144,730,000","-11,291,000","1,060,137,000","2,355,735,000","-17,456,000",,0
711,VRSK,"VERISK ANALYTICS, INC",US,Professional Services,Research & Consulting Services,10.0,5.9,5.5,"5,459,147,000","131,800,000","492,700,000",,"160,600,000","192,600,000","1,290,465,000","5,459,147,000","92,600,000","-6,500,000",1
712,VBTX,"VERITEX HOLDINGS, INC",US,Banks,Regional Banks,0.3,3.4,4.7,"1,130,480,000","92,383,000",,,"4,243,000",,"135,241,000","1,130,480,000","2,813,000","20,832,000",0
713,VSAT,"VIASAT, INC",US,"Technology Hardware, Storage & Peripherals",Communications Equipment,2.4,4.5,4.2,"2,397,312,000","42,088,000","371,964,000",,,"7,494,000","1,129,103,000","2,397,312,000",,,0
714,VIAV,VIAVI SOLUTIONS INC,US,"Technology Hardware, Storage & Peripherals",Communications Equipment,2.6,3.9,4.5,"1,782,400,000","329,000,000","220,400,000","131,300,000","131,300,000","7,200,000","781,000,000","1,782,400,000","33,800,000",,1
715,VICR,VICOR CORPORATION,US,Electrical Equipment,Electrical Components & Equipment,4.1,6.6,3.1,"151,910,000","59,710,000","46,027,000","19,316,000","19,316,000","-5,429,000","130,131,000","151,910,000","-5,351,000","-3,270,000",0
716,VRAY,"VIEWRAY, INC",US,Health Care Equipment & Supplies,Health Care Equipment,10.0,5.1,4.9,"39,065,000","5,729,000","5,456,000","-1,072,000","-1,072,000","-12,070,000","-19,761,000","39,065,000","-13,368,000","-14,938,000",0
717,VNOM,VIPER ENERGY PARTNERS LP,US,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,0.3,4.7,3.5,"498,514,000","4,663,000",,,,"-23,104,000","454,604,000","498,514,000",,"4,124,000",0
718,VIRT,"VIRTU FINANCIAL, INC",US,Investment Banking & Brokerage,Investment Banking & Brokerage,6.7,2.2,4.6,"3,935,369,000","148,514,000","192,638,000",,"58,702,000",,"135,862,000","3,935,369,000","10,348,000","-14,721,000",0
719,VRTU,VIRTUSA CORPORATION,US,Software & Services,IT Consulting & Other Services,4.5,5.1,6.5,"980,012,000","148,986,000","171,853,000","60,313,000","12,996,000","5,520,000","475,013,000","980,012,000",,,1
720,VUZI,Vuzix Corp,US,"Technology Hardware, Storage & Peripherals",Consumer Electronics,1.2,3.2,5.2,"15,686,027","8,213,855","363,839","-239,138","-3,775,739","-3,695,853","12,552,373","15,686,027","-3,775,739","-3,663,203",0
721,WBA,WALGREEN CO,US,Retail - Food & Staples,Drug Retail,9.6,3.6,5.7,"66,385,000,000","3,586,000,000","30,184,000,000","7,867,000,000","1,364,000,000","1,860,000,000","29,506,000,000","66,385,000,000","930,000,000",,1
